id,Rings
90615,9.885054
90616,9.803985
90617,9.948715
90618,10.350542
90619,7.6349506
90620,9.200868
90621,10.96713
90622,6.119542
90623,7.78868
90624,11.595369
90625,11.998856
90626,6.380384
90627,10.019029
90628,12.460652
90629,7.475437
90630,7.3433313
90631,12.270463
90632,5.63206
90633,9.820137
90634,10.271344
90635,6.0283637
90636,7.2209272
90637,9.633259
90638,8.746164
90639,9.603927
90640,10.587156
90641,8.1664095
90642,9.912717
90643,5.536622
90644,10.497278
90645,10.183091
90646,9.359826
90647,11.723241
90648,12.6402855
90649,13.562186
90650,10.054439
90651,8.931119
90652,8.506416
90653,11.83249
90654,6.214172
90655,7.9702473
90656,10.314981
90657,8.202043
90658,6.8310056
90659,9.425644
90660,7.226652
90661,8.109896
90662,7.060569
90663,9.417472
90664,7.6488476
90665,13.300947
90666,8.992855
90667,5.951786
90668,9.8630295
90669,9.417549
90670,9.448124
90671,10.49349
90672,8.893686
90673,12.187296
90674,7.543023
90675,5.2651067
90676,11.531631
90677,11.248743
90678,4.771046
90679,9.420527
90680,9.726426
90681,9.912748
90682,14.110671
90683,10.449768
90684,11.7992
90685,10.405301
90686,7.0930433
90687,10.149265
90688,8.989528
90689,10.101629
90690,19.13583
90691,8.036796
90692,10.6426735
90693,11.967288
90694,9.135587
90695,8.650144
90696,9.992476
90697,7.430477
90698,9.448378
90699,5.2357883
90700,10.879862
90701,10.378632
90702,10.127248
90703,12.30352
90704,4.8540263
90705,10.9950285
90706,11.666844
90707,6.1159005
90708,8.457726
90709,9.390881
90710,9.585015
90711,9.570538
90712,9.068836
90713,14.297626
90714,7.079068
90715,8.447854
90716,6.9164815
90717,9.660564
90718,4.233971
90719,5.5613737
90720,10.687501
90721,9.184302
90722,9.2276535
90723,7.917411
90724,9.674591
90725,6.8813643
90726,7.558468
90727,8.428822
90728,10.243074
90729,10.175602
90730,10.488126
90731,5.824
90732,7.739047
90733,10.682304
90734,8.981707
90735,7.8336124
90736,7.595396
90737,5.624289
90738,6.8664775
90739,14.929242
90740,10.556847
90741,5.4511433
90742,9.503804
90743,11.9478655
90744,7.0490866
90745,8.348627
90746,8.040884
90747,4.155999
90748,13.786366
90749,9.587638
90750,4.0628076
90751,7.2074594
90752,8.418214
90753,8.230885
90754,9.144
90755,8.681441
90756,8.893802
90757,11.464456
90758,8.71325
90759,7.4845934
90760,7.6963882
90761,9.802614
90762,9.016269
90763,9.420475
90764,12.68192
90765,10.761602
90766,7.441287
90767,14.815853
90768,12.623557
90769,5.9319134
90770,10.475848
90771,10.372795
90772,5.788722
90773,8.254746
90774,7.234311
90775,9.578511
90776,7.494746
90777,11.353305
90778,10.513119
90779,10.374856
90780,10.090655
90781,11.161014
90782,7.8278
90783,11.681536
90784,6.7702255
90785,8.311734
90786,6.040086
90787,8.90583
90788,4.0084
90789,11.622919
90790,8.437242
90791,6.715213
90792,6.876871
90793,6.5432076
90794,5.768633
90795,11.208983
90796,10.588016
90797,10.035287
90798,11.399141
90799,8.169937
90800,16.221794
90801,9.842064
90802,6.781395
90803,11.171668
90804,17.329184
90805,10.911595
90806,8.735827
90807,10.235917
90808,9.573514
90809,12.249263
90810,9.3642235
90811,9.325745
90812,6.0403557
90813,9.972705
90814,7.4268036
90815,7.9084263
90816,5.3911276
90817,9.770925
90818,9.5740385
90819,7.0272303
90820,6.8594155
90821,9.655102
90822,6.908266
90823,5.836765
90824,12.776213
90825,8.100071
90826,5.515892
90827,3.8148227
90828,10.288018
90829,11.412221
90830,9.432383
90831,8.351104
90832,9.297838
90833,11.932076
90834,9.858635
90835,9.340766
90836,8.81388
90837,5.4526343
90838,11.359171
90839,8.142974
90840,9.252568
90841,10.877318
90842,12.777511
90843,11.150229
90844,13.382786
90845,10.778372
90846,11.904332
90847,6.9290295
90848,9.581342
90849,9.556783
90850,9.1014385
90851,12.338891
90852,6.0978594
90853,11.001305
90854,11.75762
90855,7.0509777
90856,8.944034
90857,10.766516
90858,11.907396
90859,10.148274
90860,12.737504
90861,9.535503
90862,11.237555
90863,8.8499
90864,8.702415
90865,14.807695
90866,14.781802
90867,11.558718
90868,12.17258
90869,7.99914
90870,12.575742
90871,11.438788
90872,16.066458
90873,8.08303
90874,13.950951
